"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"4","io.swagger.v3.oas.models.headers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\headers\Header.java","4","265","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models.headers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\headers\Header.java","4","270","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models.headers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\headers\Header.java","4","274","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"7","io.swagger.v3.oas.models.headers","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\headers\Header.java","4","317","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.info","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\info\Contact.java","4","78","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.info","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\info\Contact.java","4","144","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.info","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\info\Info.java","4","170","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.info","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\info\Info.java","4","244","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.info","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\info\License.java","4","150","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.links","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\links\Link.java","4","29","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.links","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\links\Link.java","4","254","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.links","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\links\Link.java","4","263","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models.links","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\links\Link.java","4","276","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models.links","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\links\Link.java","4","280","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models.links","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\links\Link.java","4","305","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.links","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\links\LinkParameter.java","4","34","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\BinarySchema.java","3","50","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\BinarySchema.java","4","67","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\BooleanSchema.java","3","41","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\BooleanSchema.java","4","61","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\ByteArraySchema.java","3","50","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\ByteArraySchema.java","4","67","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Content.java","4","22","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Content.java","4","50","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\DateSchema.java","3","43","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\DateSchema.java","4","55","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\DateTimeSchema.java","3","47","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\DateTimeSchema.java","4","64","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Discriminator.java","4","78","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\EmailSchema.java","3","37","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\EmailSchema.java","4","49","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Encoding.java","4","22","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Encoding.java","4","127","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Encoding.java","4","136","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Encoding.java","4","149","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Encoding.java","4","153","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Encoding.java","4","159","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\EncodingProperty.java","4","47","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\EncodingProperty.java","4","153","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\EncodingProperty.java","4","174","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\EncodingProperty.java","4","183","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\EncodingProperty.java","4","196","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\EncodingProperty.java","4","200","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"7","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\EncodingProperty.java","4","223","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\FileSchema.java","4","28","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\IntegerSchema.java","3","43","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\IntegerSchema.java","4","55","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\MapSchema.java","4","22","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\MediaType.java","4","21","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\MediaType.java","4","134","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\MediaType.java","4","154","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\MediaType.java","4","163","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\MediaType.java","4","176","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\MediaType.java","4","180","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"7","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\MediaType.java","4","202","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\NumberSchema.java","3","43","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\NumberSchema.java","4","50","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\ObjectSchema.java","4","37","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\PasswordSchema.java","3","37","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\PasswordSchema.java","4","49","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Schema.java","4","83","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Schema.java","4","2014","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Schema.java","4","2103","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Schema.java","4","2112","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Schema.java","4","2117","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Schema.java","4","2121","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"7","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\Schema.java","4","2197","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\StringSchema.java","3","42","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\StringSchema.java","4","49","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\UUIDSchema.java","3","56","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\UUIDSchema.java","4","63","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\XML.java","4","117","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.media","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\media\XML.java","4","187","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\CookieParameter.java","4","34","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\HeaderParameter.java","4","34","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\Parameter.java","4","59","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\Parameter.java","4","336","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\Parameter.java","4","366","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\Parameter.java","4","375","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\Parameter.java","4","388","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\Parameter.java","4","392","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"7","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\Parameter.java","4","424","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\PathParameter.java","4","56","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\QueryParameter.java","4","34","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.parameters","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\parameters\RequestBody.java","4","177","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponse.java","4","23","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponse.java","4","24","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponse.java","4","145","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"4","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponse.java","4","166","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponse.java","4","175","Unnecessary qualifier 'java.util': 'LinkedHashMap' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponse.java","4","188","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"7","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponse.java","4","192","Unnecessary qualifier 'java.util': 'Map' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"8","io.swagger.v3.oas.models.responses","C:\User\arun\Assignment 2_summer\swagger-api\swagger-core\modules\swagger-models\src\main\java\io\swagger\v3\oas\models\responses\ApiResponse.java","4","216","Unnecessary qualifier 'java.lang': 'Object' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
