"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"12","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","695","Unnecessary qualifier 'Configuration': 'toJSONString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","702","Unnecessary qualifier 'Configuration': 'from' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"14","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\Configuration.java","4","703","Unnecessary qualifier 'Configuration': 'toJSONString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\DESCipher.java","3","212","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\DESCipher.java","3","214","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","37","Unnecessary qualifier 'MessageSource': 'locale' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","38","Unnecessary qualifier 'MessageSource': 'timeZone' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","88","Unnecessary qualifier 'MessageSource': 'resourceBundleCache' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","94","Unnecessary qualifier 'MessageSource': 'resourceBundleCache' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","97","Unnecessary qualifier 'MessageSource': 'resourceBundleCache' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","107","Unnecessary qualifier 'MessageSource': 'resourceBundleCache' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","110","Unnecessary qualifier 'MessageSource': 'resourceBundleCache' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","116","Unnecessary qualifier 'MessageSource': 'unloadResourceBundle' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","117","Unnecessary qualifier 'MessageSource': 'loadResourceBundle' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","151","Unnecessary qualifier 'MessageSource': 'setEnvironment' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\MessageSource.java","4","155","Unnecessary qualifier 'MessageSource': 'resourceBundleCache' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.common.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\common\src\main\java\com\alibaba\datax\common\util\RangeSplitUtil.java","4","218","Unnecessary qualifier 'RangeSplitUtil': 'doLongSplit' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\Engine.java","4","162","Unnecessary qualifier 'Engine': 'filterJobConfiguration' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.core","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\Engine.java","4","201","Unnecessary qualifier 'Engine': 'entry' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","133","Unnecessary qualifier 'CommunicationTool': 'TRANSFORMER_USED_TIME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","134","Unnecessary qualifier 'CommunicationTool': 'TRANSFORMER_SUCCEED_RECORDS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","135","Unnecessary qualifier 'CommunicationTool': 'TRANSFORMER_FAILED_RECORDS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","136","Unnecessary qualifier 'CommunicationTool': 'TRANSFORMER_FILTER_RECORDS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","138","Unnecessary qualifier 'CommunicationTool': 'TRANSFORMER_SUCCEED_RECORDS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","141","Unnecessary qualifier 'CommunicationTool': 'TRANSFORMER_FAILED_RECORDS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","144","Unnecessary qualifier 'CommunicationTool': 'TRANSFORMER_FILTER_RECORDS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","147","Unnecessary qualifier 'CommunicationTool': 'TRANSFORMER_USED_TIME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","258","Unnecessary qualifier 'CommunicationTool': 'WAIT_READER_TIME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.core.statistics.communication","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\statistics\communication\CommunicationTool.java","4","262","Unnecessary qualifier 'CommunicationTool': 'WAIT_WRITER_TIME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.transport.channel","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\channel\Channel.java","4","66","Unnecessary qualifier 'Channel': 'LOG' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.core.transport.channel","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\channel\Channel.java","4","68","Unnecessary qualifier 'Channel': 'LOG' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.transport.exchanger","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\exchanger\BufferedRecordExchanger.java","4","60","Unnecessary qualifier 'BufferedRecordExchanger': 'RECORD_CLASS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.core.transport.exchanger","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\exchanger\BufferedRecordExchanger.java","4","73","Unnecessary qualifier 'BufferedRecordExchanger': 'RECORD_CLASS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.transport.exchanger","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\exchanger\BufferedRecordTransformerExchanger.java","4","64","Unnecessary qualifier 'BufferedRecordTransformerExchanger': 'RECORD_CLASS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.core.transport.exchanger","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\exchanger\BufferedRecordTransformerExchanger.java","4","77","Unnecessary qualifier 'BufferedRecordTransformerExchanger': 'RECORD_CLASS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.transport.exchanger","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\exchanger\RecordExchanger.java","4","52","Unnecessary qualifier 'RecordExchanger': 'RECORD_CLASS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.transport.exchanger","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\exchanger\TransformerExchanger.java","3","20","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","com.alibaba.datax.core.transport.transformer","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\transformer\PadTransformer.java","3","76","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","com.alibaba.datax.core.transport.transformer","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\transport\transformer\PadTransformer.java","3","79","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ClassSize.java","4","28","Unnecessary qualifier 'ClassSize': 'ARRAYLIST' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ClassUtil.java","4","23","Unnecessary qualifier 'ClassUtil': 'toClassType' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ConfigParser.java","4","26","Unnecessary qualifier 'ConfigParser': 'parseJobConfig' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ConfigParser.java","4","29","Unnecessary qualifier 'ConfigParser': 'parseCoreConfig' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ConfigParser.java","3","60","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ConfigParser.java","4","88","Unnecessary qualifier 'ConfigParser': 'parseCoreConfig' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ConfigParser.java","4","123","Unnecessary qualifier 'ConfigParser': 'getDirAsList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ConfigParser.java","4","125","Unnecessary qualifier 'ConfigParser': 'parseOnePluginConfig' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ConfigParser.java","4","132","Unnecessary qualifier 'ConfigParser': 'getDirAsList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\ConfigParser.java","4","134","Unnecessary qualifier 'ConfigParser': 'parseOnePluginConfig' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\FrameworkErrorCode.java","4","61","Unnecessary qualifier 'FrameworkErrorCode': 'KILLED_EXIT_VALUE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\HttpClientUtil.java","4","57","Unnecessary qualifier 'HttpClientUtil': 'setBasicAuth' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","80","Unnecessary qualifier 'SecretUtil': 'KEY_ALGORITHM_RSA' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","81","Unnecessary qualifier 'SecretUtil': 'encryptRSA' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","82","Unnecessary qualifier 'SecretUtil': 'KEY_ALGORITHM_3DES' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","83","Unnecessary qualifier 'SecretUtil': 'encrypt3DES' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","97","Unnecessary qualifier 'SecretUtil': 'KEY_ALGORITHM_RSA' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","98","Unnecessary qualifier 'SecretUtil': 'decryptRSA' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","99","Unnecessary qualifier 'SecretUtil': 'KEY_ALGORITHM_3DES' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","100","Unnecessary qualifier 'SecretUtil': 'decrypt3DES' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","321","Unnecessary qualifier 'SecretUtil': 'encrypt' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","368","Unnecessary qualifier 'SecretUtil': 'decrypt' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","381","Unnecessary qualifier 'SecretUtil': 'getSecurityProperties' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"12","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","398","Unnecessary qualifier 'SecretUtil': 'KEY_ALGORITHM_3DES' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"13","com.alibaba.datax.core.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\SecretUtil.java","4","423","Unnecessary qualifier 'SecretUtil': 'KEY_ALGORITHM_RSA' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.util.container","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\container\JarLoader.java","4","34","Unnecessary qualifier 'JarLoader': 'collectDirs' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.core.util.container","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\container\LoadUtil.java","4","93","Unnecessary qualifier 'LoadUtil': 'loadPluginClass' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.core.util.container","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\container\LoadUtil.java","4","118","Unnecessary qualifier 'LoadUtil': 'loadPluginClass' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.core.util.container","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\container\LoadUtil.java","4","141","Unnecessary qualifier 'LoadUtil': 'loadTaskPlugin' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.core.util.container","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\core\util\container\LoadUtil.java","4","170","Unnecessary qualifier 'LoadUtil': 'getJarLoader' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.dataxservice.face.domain.enums","C:\User\arun\Assignment 2_summer\alibaba\DataX\core\src\main\java\com\alibaba\datax\dataxservice\face\domain\enums\ExecuteMode.java","4","33","Unnecessary qualifier 'ExecuteMode': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.writer.databendwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\databendwriter\src\main\java\com\alibaba\datax\plugin\writer\databendwriter\DatabendWriter.java","4","108","Unnecessary qualifier 'java.sql': 'Date' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.writer.databendwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\databendwriter\src\main\java\com\alibaba\datax\plugin\writer\databendwriter\DatabendWriter.java","4","117","Unnecessary qualifier 'java.sql': 'Date' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.plugin.writer.databendwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\databendwriter\src\main\java\com\alibaba\datax\plugin\writer\databendwriter\DatabendWriter.java","4","123","Unnecessary qualifier 'java.sql': 'Time' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.plugin.writer.databendwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\databendwriter\src\main\java\com\alibaba\datax\plugin\writer\databendwriter\DatabendWriter.java","4","132","Unnecessary qualifier 'java.sql': 'Time' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.reader.datahubreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\datahubreader\src\main\java\com\alibaba\datax\plugin\reader\datahubreader\DatahubReader.java","3","183","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","com.alibaba.datax.plugin.reader.datahubreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\datahubreader\src\main\java\com\alibaba\datax\plugin\reader\datahubreader\DatahubReader.java","3","188","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.alibaba.datax.plugin.writer.datahubwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\datahubwriter\src\main\java\com\alibaba\datax\plugin\writer\datahubwriter\DatahubWriter.java","4","150","Unnecessary qualifier 'Task': 'FATAL_ERRORS_DEFAULT' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.writer.doriswriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\doriswriter\src\main\java\com\alibaba\datax\plugin\writer\doriswriter\DorisUtil.java","4","77","Unnecessary qualifier 'DorisUtil': 'renderPreOrPostSqls' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.writer.doriswriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\doriswriter\src\main\java\com\alibaba\datax\plugin\writer\doriswriter\DorisUtil.java","4","93","Unnecessary qualifier 'DorisUtil': 'renderPreOrPostSqls' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.writer.elasticsearchwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\elasticsearchwriter\src\main\java\com\alibaba\datax\plugin\writer\elasticsearchwriter\ElasticSearchFieldType.java","4","41","Unnecessary qualifier 'ElasticSearchFieldType': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.writer.elasticsearchwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\elasticsearchwriter\src\main\java\com\alibaba\datax\plugin\writer\elasticsearchwriter\ElasticSearchWriter.java","3","787","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","com.alibaba.datax.plugin.writer.elasticsearchwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\elasticsearchwriter\src\main\java\com\alibaba\datax\plugin\writer\elasticsearchwriter\ElasticSearchWriter.java","3","794","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","com.alibaba.datax.plugin.writer.elasticsearchwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\elasticsearchwriter\src\main\java\com\alibaba\datax\plugin\writer\elasticsearchwriter\ElasticSearchWriter.java","3","801","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","com.alibaba.datax.plugin.writer.elasticsearchwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\elasticsearchwriter\src\main\java\com\alibaba\datax\plugin\writer\elasticsearchwriter\ElasticSearchWriter.java","3","809","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","com.alibaba.datax.plugin.writer.gdbwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\gdbwriter\src\main\java\com\alibaba\datax\plugin\writer\gdbwriter\GdbWriter.java","3","158","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.alibaba.datax.plugin.writer.gdbwriter.model","C:\User\arun\Assignment 2_summer\alibaba\DataX\gdbwriter\src\main\java\com\alibaba\datax\plugin\writer\gdbwriter\model\ScriptGdbGraph.java","3","203","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","62","Unnecessary qualifier 'Hbase094xHelper': 'getHbaseConf' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","71","Unnecessary qualifier 'Hbase094xHelper': 'closeAdmin' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","125","Unnecessary qualifier 'Hbase094xHelper': 'stringToBytes' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","135","Unnecessary qualifier 'Hbase094xHelper': 'stringToBytes' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","227","Unnecessary qualifier 'Hbase094xHelper': 'isRowkeyColumn' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.plugin.reader.hbase094xreader","C:\User\arun\Assignment 2_summer\alibaba\DataX\hbase094xreader\src\main\java\com\alibaba\datax\plugin\reader\hbase094xreader\Hbase094xHelper.java","4","247","Unnecessary qualifier 'Hbase094xHelper': 'convertUserStartRowkey' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
